model,kernel,representation,best_gamma,test_rmse,test_mae,cv_rmse_mean_at_best,cv_rmse_std_at_best,cv_mae_mean_at_best,cv_mae_std_at_best
local_regression,rbf,scaled,0.01,15.314158826982084,11.106052028413702,16.332542291352038,0.8860775245530628,11.836232673628002,0.7105000864745439
local_regression,laplacian,scaled,0.1,13.991013576207184,8.949405768472667,15.440027403336122,1.1662357790783986,10.131028692194079,0.8270829078400816
local_regression,rbf,pca,0.1,15.11889674322143,9.821704245928125,16.175606708381977,1.0160832829347501,10.824276638360086,0.5769260307156553
local_regression,laplacian,pca,0.1,17.46384382877994,12.493910261973465,17.79086922565751,0.769062844481124,13.116840853471924,0.5348642423404879
